DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID1034973,87820-88-0,Tralkoxydim,-2.701551226,-1.746550435,3.178672481,2.22367169,2.705162707,4.988818607,3.660163498,5.943819397,-1.343388925,-1.746550435,-2.701551226,,,-1.272319111,-7.690369833,-5.406713933,0.477121255,3.096910013,-0.301029996,3.096910013,2.071513805,0.045353528,0.017924604,0.001988148,,,0.053417172,0.5,295.2063158,117.9,1250,3,1250,2.04E-08,0.00000392,-5.602059991,0.0025,1,1,2.900508765,3.855509556,-0.313363731,2.388187495,1.433186705
DTXSID5021386,88-06-2,"2,4,6-Trichlorophenol",-0.488418027,0.45635987,0.664509286,-0.280268611,5.482198196,7.555894223,6.426976092,8.500672119,0.966094012,0.45635987,-0.488418027,,,0.455749759,-8.04431225,-5.970616222,0.176091259,3.361727836,-0.823908741,3.361727836,2.857332496,9.248983661,2.859959412,0.324774538,,,2.85594447,0.15,714.7056818,720,2300,1.5,2300,9.03E-09,0.00000107,-2.823908741,1.5,1,0,2.335490714,3.280268611,-0.614393726,-0.1259757,-1.070753596
DTXSID3020207,88-85-7,Dinoseb,-3.860823564,-2.801401372,3.752918166,2.693495975,0.893663769,2.779340954,1.95308596,3.838763146,-2.352875326,-2.801401372,-3.860823564,,,-1.688323152,-6.640164518,-4.754487332,-0.107905397,1.698970004,-0.107905397,1.698970004,0.45484486,0.00443736,0.001579787,0.000137777,,,0.020496365,0.78,13.9075,2.85,50,0.78,50,0.000000229,0.0000176,-5.602059991,0.0025,1,1,1.741236428,2.800658619,-0.898390383,2.962433181,1.903010989
DTXSID8024315,88671-89-0,Myclobutanil,-0.767855364,0.029123305,1.165795372,0.368816704,4.452548145,6.235632964,5.249526814,7.032611633,0.498852247,0.029123305,-0.767855364,,,1.217609788,-7.003488328,-5.220403509,0.397940009,2.594944737,-0.602059991,3.176091259,1.698970004,3.15393143,1.069358448,0.170665067,,,16.50478184,0.25,135.8668889,50,1500,2.5,393.5,9.92E-08,0.00000602,-2.823908741,1.5,1,1,2.056053377,2.853032046,-0.392544977,0.375310387,-0.421668282
DTXSID5023877,90-04-0,2-Anisidine,-2.015945954,-1.610067553,3.220065937,2.814187536,1.827874535,3.57243434,2.233752936,3.978312741,-1.297173942,-1.610067553,-2.015945954,,,0.681485963,-5.588380294,-3.843820489,1.204119983,2.511883361,1.204119983,2.511883361,1.903089987,0.050445921,0.024543271,0.00963949,,,4.802705572,16,118.2727273,80,325,16,325,0.00000258,0.000143278,-5.602059991,0.0025,1,1,3.586114037,3.991992438,0.413634997,2.429580951,2.02370255
DTXSID2021151,90-43-7,2-Phenylphenol,-1.617372675,-1.163766591,3.208437282,2.754831198,1.539752972,3.242748239,1.993359056,3.696354323,-0.833118267,-1.163766591,-1.617372675,,,-0.407488186,-4.860120914,-3.157125647,1.591064607,3,1.591064607,3,2.648847708,0.146852631,0.068585674,0.02413389,,,0.391301772,39,523.2875,445.5,1000,39,1000,0.0000138,0.000696425,-2.823908741,1.5,1,1,1.206536066,1.66014215,0.800579622,2.417952296,1.964346212
DTXSID8020913,91-20-3,Naphthalene,-4.500732356,-3.560187092,6.19970236,5.259157097,-2.212363555,-0.346450374,-1.271818291,0.59409489,-3.007618807,-3.560187092,-4.500732356,,,-0.143074563,-4.154281982,-2.288368801,1.698970004,2.653212514,1.612783857,3,2.123851641,0.00098261,0.000275304,3.15695E-05,,,0.719325467,41,200.1724138,133,1000,50,450,0.0000701,0.005147913,-2.823908741,1.5,1,1,-1.676823615,-0.736278352,0.632760888,5.133493245,4.192947981
DTXSID1021798,91-22-5,Quinoline,1.134678245,1.597587649,0.263261763,-0.19964764,4.926207328,6.628173213,5.389116731,7.091082617,2.017891872,1.597587649,1.134678245,,,1.96129411,-5.493494968,-3.791529082,1.397940009,1.397940009,1.397940009,1.397940009,1.397940009,104.2057951,39.59019574,13.63572536,,,91.47325011,25,25,25,25,25,25,0.00000321,0.000161611,-2.823908741,1.5,1,0,3.958586986,4.42149639,0.607455023,-0.527223222,-0.990132626
DTXSID9020582,91-53-2,Ethoxyquin,-1.41539079,-0.357362863,1.716420786,0.658392859,3.164653462,5.32215812,4.222681388,6.380186047,0.265516416,-0.357362863,-1.41539079,,,-0.076754455,-6.73754891,-4.580044252,0.301029996,2.602059991,0.301029996,2.602059991,2.477121255,1.842962151,0.439174522,0.038424587,,,0.838002946,2,239.8064516,300,400,2,400,0.000000183,0.0000263,-2.823908741,1.5,1,1,1.408517951,2.466545878,0.034227261,1.449618051,0.391590124
DTXSID2020921,91-59-8,2-Naphthylamine,-0.326035016,0.299563527,1.590852839,0.965254296,3.690789912,5.500778716,4.316388455,6.126377259,0.743315728,0.299563527,-0.326035016,,,1.3074672,-5.826813732,-4.016824928,1.264817823,1.264817823,1.264817823,1.264817823,1.264817823,5.537525361,1.993258051,0.472024982,,,20.2986521,18.4,18.4,18.4,18.4,18.4,18.4,0.00000149,0.0000962,-5.602059991,0.0025,1,1,5.276024975,5.901623518,0.998015088,1.324050104,0.698451561
DTXSID7020348,91-64-5,Coumarin,-5.128981364,-4.742348379,6.407734965,6.02110198,-1.380573355,0.574353445,-0.993940369,0.960986431,-4.437793789,-4.742348379,-5.128981364,,,0.344304645,-5.70333481,-3.748408009,1.278753601,2.477121255,1.278753601,2.602059991,2.301029996,3.64927E-05,1.80989E-05,7.43051E-06,,,2.209554128,19,178.0120548,200,400,19,300,0.00000198,0.000178481,-5.602059991,0.0025,1,1,0.473078627,0.859711612,0.488268615,5.61724998,5.230616994
DTXSID8021800,91-66-7,"N,N-Diethylaniline",-0.535241522,0.122304293,1.535241522,0.877695707,4.863785582,6.889570633,5.521331397,7.547116448,0.619545161,0.122304293,-0.535241522,,,0.635701583,-7.424812155,-5.399027104,1,2.397940009,1,2.397940009,1.494850022,4.164330223,1.325269773,0.291580501,,,4.3221674,10,114.5,31.25,250,10,250,3.76E-08,0.00000399,-5.602059991,0.0025,1,1,5.066818469,5.724364284,0.209515015,0.744756537,0.087210722
DTXSID4020161,92-52-4,Biphenyl,-1.135713708,0.022383675,2.807811566,1.649714183,2.83791648,4.554656124,3.996013863,5.712753507,0.658198087,0.022383675,-1.135713708,,,-0.345871784,-5.690369833,-3.973630188,1.672097858,3.152288344,0,3.602059991,2.397940009,4.551956326,1.052891633,0.073162122,,,0.450949818,1,432.3780612,250,4000,47,1420,0.00000204,0.00010626,-2.823908741,1.5,1,1,1.688195033,2.846292416,0.895256753,2.030970461,0.872873079
DTXSID2020137,92-87-5,Benzidine,0.215850981,0.786035867,0.215512783,-0.354672103,4.029211022,6.006335966,4.599395908,6.576520853,1.240191103,0.786035867,0.215850981,,,1.383345585,-5.790484985,-3.813360041,0.431363764,0.431363764,0.431363764,0.431363764,0.431363764,17.38565683,6.109924833,1.643807588,,,24.17383675,2.7,2.7,2.7,2.7,2.7,2.7,0.00000162,0.000153688,,Exclusion,1,0,,,-0.660151217,-0.876002198,-1.446187084
DTXSID5025607,93-15-2,Methyleugenol,-2.666056548,-2.139096837,4.143177803,3.616218092,3.35076838,5.300519696,3.877728091,5.827479407,-1.721535623,-2.139096837,-2.666056548,,,1.667034534,-7.966576245,-6.016824928,1.477121255,3,1,3,2.176091259,0.018987351,0.007259441,0.002157463,,,46.45522132,10,340.9583333,150,1000,30,1000,1.08E-08,0.000000962,-5.602059991,0.0025,1,1,2.936003443,3.462963154,0.385606274,3.051662822,2.524703111
DTXSID4022527,94-13-3,Propylparaben,0.437556381,1.033581374,0.641624865,0.045599872,3.452958416,5.31370474,4.048983409,5.909729733,1.489156536,1.033581374,0.437556381,2.503429706,1.858344833,1.501307695,-4.876148359,-3.015402035,1.079181246,3.740362689,1.079181246,3.740362689,2.991624735,30.84299447,10.80392035,2.738775166,318.7349637,72.16802714,31.71813876,12,1348.055556,980.9,5500,12,5500,0.0000133,0.000965157,-1.522878745,30,1,1,1.960435127,2.556460119,0.288696261,-0.148860121,-0.744885113
DTXSID3020209,94-26-8,Butylparaben,-0.09498831,0.609957666,1.09498831,0.390042334,2.848077125,4.700891708,3.553023101,5.405837683,1.083816015,0.609957666,-0.09498831,2.256734889,1.463952807,1.288924065,-4.795880017,-2.943065435,1,3,1,3,3,12.12874918,4.073405693,0.803547752,180.6071291,29.10400838,19.4501997,10,876.525,1000,1000,10,1000,0.000016,0.001140078,-1.522878745,30,1,1,1.427890436,2.132836411,0.066847511,0.161835821,-0.543110155
DTXSID3026564,94-28-0,Triethylene glycol bis(2-ethylhexanoate),-0.849579183,0.338073378,2.451639174,1.263986613,3.170417445,5.067635447,4.358070007,6.255288008,0.960867791,0.338073378,-0.849579183,,,0.248288145,-5.91721463,-4.019996628,1.602059991,2.681241237,1.602059991,2.681241237,2.079181246,9.138350068,2.178077748,0.141390691,,,1.771283778,40,190,120,480,40,480,0.00000121,0.0000955,-1.522878745,30,1,1,0.673299562,1.860952123,0.811575006,1.661154189,0.473501628
DTXSID4024195,94-74-6,MCPA,-3.773958674,-3.220007489,3.096177968,2.542226784,0.440000116,2.262725815,0.993951301,2.816677,-2.892833764,-3.220007489,-3.773958674,-0.138268576,-0.62455535,-0.58831797,-6.036684489,-4.21395879,-0.677780705,2.247973266,-0.823908741,2.247973266,1.245512668,0.001279871,0.000602549,0.000168283,0.72732987,0.237380287,0.258037027,0.15,49.19127451,17.6,177,0.21,177,0.000000919,0.0000611,-2.823908741,1.5,1,1,-0.950049933,-0.396098748,-0.94458344,2.829375233,2.275424049
DTXSID0020442,94-75-7,"2,4-Dichlorophenoxyacetic acid",-3.352657892,-2.994623965,3.352657892,2.994623965,1.268944207,3.087435483,1.626978134,3.44546941,-2.669457631,-2.994623965,-3.352657892,0.105387804,-0.263383612,-0.118151956,-6.440093375,-4.621602099,0,2.477121255,0,2.477121255,1.176091259,0.002140634,0.001012456,0.000443958,1.274640765,0.545276006,0.761812412,1,98.71191304,15,300,1,300,0.000000363,0.0000239,-2.823908741,1.5,1,1,-0.528749151,-0.170715224,-0.266802735,3.085855157,2.72782123
DTXSID7024035,94-82-6,"2,4-Dichlorophenoxybutyric acid",-2.545599423,-1.473377335,3.44868941,2.376467322,2.697004548,4.579339314,3.769226636,5.651561402,-1.031492477,-1.473377335,-2.545599423,-0.724891218,-1.7715256,-1.587465037,-7.124938737,-5.242603971,0.903089987,2.198657087,0.309630167,2.198657087,1.486076097,0.093005263,0.033621932,0.002847086,0.188412097,0.016922885,0.02585443,2.04,64.00595588,30.625,158,8,158,0.000000075,0.00000572,-2.823908741,1.5,1,1,0.278309318,1.350531406,0.385606274,2.931205697,1.858983608
DTXSID9034868,94125-34-5,Prosulfuron,-2.435535613,-1.444965299,2.73873167,1.748161357,2.464093842,4.331468277,3.454664156,5.32203859,-0.814502357,-1.444965299,-2.435535613,,,-0.197652962,-6.76700389,-4.899629455,0.303196057,2.920123326,0.264817823,2.986323777,2.041392685,0.153284289,0.035895061,0.003668296,,,0.634376429,1.84,218.6223404,110,969,2.01,832,0.000000171,0.0000126,-2.823908741,1.5,1,1,0.388373128,1.378943442,-0.001984912,2.433550701,1.442980387
DTXSID0032601,94361-06-5,Cyproconazole,-2.572687785,-2.083189353,2.87371778,2.384219348,3.17203971,5.196863294,3.661538142,5.686361726,-1.583200005,-2.083189353,-2.572687785,0.894522944,0.34021674,0.733738849,-7.769551079,-5.744727495,0.301029996,3.32756326,0,3.32756326,1.983084773,0.026109587,0.008256779,0.002674929,7.843735572,2.188853727,5.416750711,1,550.06,96.18,2126,2,2126,0.000000017,0.0000018,-2.823908741,1.5,1,1,0.251220956,0.740719388,-0.266802735,2.30588505,1.816386618
DTXSID8021808,95-48-7,o-Cresol,-0.230372497,0.206269309,1.929342502,1.492700696,2.410563625,4.259082492,2.847205431,4.695724298,0.666125977,0.206269309,-0.230372497,,,1.967397399,-4.48945499,-2.640936123,1.698970004,3.505828034,0.698970004,5.383815366,2.707570176,4.635813728,1.607938036,0.588338817,,,92.76783019,5,4013.146341,510,242000,50,3205,0.0000324,0.002285935,-1.522878745,30,1,1,1.292506248,1.729148054,0.686636269,0.917008767,0.480366961
DTXSID7024320,95-94-3,"1,2,4,5-Tetrachlorobenzene",-1.927932544,-0.837888842,2.104023803,1.013980101,3.603720126,5.712231974,4.693763827,6.802275675,-0.16970326,-0.837888842,-1.927932544,,,-0.068348256,-7.640164518,-5.53165267,0.176091259,2.653212514,-0.468521083,2.653212514,2.178976947,0.67654508,0.145248333,0.01180504,,,0.854381318,0.34,153.1222378,151,450,1.5,450,2.29E-08,0.00000294,-2.823908741,1.5,1,1,0.895976197,1.986019899,-0.614393726,1.313538817,0.223495116
DTXSID4024359,95-95-4,"2,4,5-Trichlorophenol",-1.285536303,-0.168154041,2.984506307,1.867124046,4.631678327,6.646277836,5.749060588,7.763660097,0.526416274,-0.168154041,-1.285536303,,,-0.2428479,-7.931814138,-5.91721463,1.698970004,3,1.698970004,3,2.698970004,3.360595754,0.678962766,0.051815978,,,0.571678817,50,420.3703704,500,1000,50,1000,1.17E-08,0.00000121,-2.823908741,1.5,1,1,1.538372438,2.6557547,0.908485019,2.194021322,1.07663906
DTXSID5020819,950-37-8,Methidathion,-0.772443295,-0.262492397,0.976563278,0.466612379,4.540027744,6.20225084,5.049978642,6.712201738,0.211084738,-0.262492397,-0.772443295,,,1.45997075,-6.974694135,-5.312471039,0.204119983,1.206825876,0.204119983,1.206825876,1.206825876,1.625865959,0.546396116,0.168871634,,,28.83837268,1.6,12.25,16.1,16.1,1.6,16.1,0.000000106,0.00000487,-3.522878745,0.3,1,1,2.75043545,3.260386349,-0.887394998,-0.114951703,-0.624902602
DTXSID9032535,95266-40-3,Trinexapac-ethyl,0.921443203,1.527589579,0.583706776,-0.022439601,6.651930259,8.769154858,7.258076635,9.375301235,2.03390151,1.527589579,0.921443203,,,1.020426418,-7.847711656,-5.730487056,1.505149978,2.772145606,1.505149978,2.772145606,1.658488381,108.118873,33.69687128,8.345324006,,,10.48157191,32,178.715,45.55,591.76,32,591.76,1.42E-08,0.00000186,-5.602059991,0.0025,1,0,6.523503194,7.12964957,0.981102495,0.059659293,-0.546487083
DTXSID1032640,95737-68-1,Pyriproxyfen,-1.403225663,-0.21862638,2.948532779,1.763933497,4.304518266,6.334323248,5.489117548,7.51892253,0.459399054,-0.21862638,-1.403225663,,,0.111680711,-7.73754891,-5.707743929,1.545307116,3,1.370883017,3,2.477121255,2.880043542,0.604468424,0.039516124,,,1.29324471,23.49,489.1304918,300,1000,35.1,1000,1.83E-08,0.00000196,-2.823908741,1.5,1,1,1.420683078,2.605282361,0.754822131,2.158047794,0.973448511
DTXSID1032482,96182-53-5,Tebupirimfos,-1.958922269,-0.738512668,0.958922269,-0.261487332,3.262203259,4.969195724,4.48261286,6.189605325,-0.095672342,-0.738512668,-1.958922269,,,0.029132668,-6.928117993,-5.221125528,-1,1.588607805,-1.698970004,1.63918756,0.60906055,0.802283125,0.182594349,0.010992026,,,1.069381504,0.02,16.58034091,4.065,43.57,0.1,38.78,0.000000118,0.00000601,-3.522878745,0.3,1,0,1.563956476,2.784366078,-1.887394998,0.071527271,-1.148882331
DTXSID5032573,96489-71-3,Pyridaben,-2.124364015,-1.378894825,2.545967941,1.800498752,2.945706425,4.846252208,3.691175614,5.591721397,-0.912201177,-1.378894825,-2.124364015,,,1.936566106,-6.970616222,-5.07007044,0.421603927,2.079181246,-0.301029996,2.095518042,1.410102077,0.122404906,0.041793157,0.007509932,,,86.41041794,0.5,38.73920635,25.71,124.6,2.64,120,0.000000107,0.00000851,-5.602059991,0.0025,1,1,3.477695977,4.223165166,-0.481920572,1.642443443,0.896974254
DTXSID9020617,97-53-0,Eugenol,-0.320317985,0.069736263,2.79743924,2.407384992,2.700807912,4.367928154,3.09086216,4.757982402,0.524119891,0.069736263,-0.320317985,3.069696593,2.658694983,2.557125517,-4.688246139,-3.021125897,2.477121255,4.176091259,2.477121255,4.176091259,2.954242509,3.342873106,1.174184283,0.478279774,1174.077034,455.716741,360.6828703,300,1873.4375,900,15000,300,15000,0.0000205,0.00095252,-5.602059991,0.0025,1,1,5.281742007,5.671796254,1.561697533,1.882015517,1.49196127
DTXSID7022413,97-54-1,Isoeugenol,-1.160163003,0.028241636,3.336254262,2.147849623,2.842887749,4.643937345,4.031292387,5.832341983,0.630345549,0.028241636,-1.160163003,,,0.107668692,-5.804100348,-4.003050752,2.176091259,3,1.875061263,3,2.77815125,4.269190649,1.067189727,0.069157136,,,1.281352712,75,526.171875,600,1000,150,1000,0.00000157,0.0000993,-1.522878745,30,1,1,0.362715743,1.551120381,1.385606274,2.545769276,1.357364638
DTXSID1021322,97-77-8,Disulfiram,-4.548158642,-3.612011753,5.724249901,4.788103012,0.513321633,2.410448673,1.449468522,3.346595562,-3.164437531,-3.612011753,-4.548158642,,,-1.595023786,-6.958607315,-5.061480275,1.176091259,3.69019608,1.176091259,3.69019608,1.875061263,0.000684798,0.000244336,2.83036E-05,,,0.025408335,15,897.0833333,75,4900,15,4900,0.00000011,0.00000868,-2.823908741,1.5,1,1,-1.724249901,-0.788103012,0.084576278,4.632734919,3.696588031
DTXSID8023719,97322-87-7,Troglitazone,-1.531511972,-0.428044977,3.230481976,2.127014981,3.074036347,4.997196317,4.177503342,6.100663312,0.207053117,-0.428044977,-1.531511972,,,0.028338574,-6.528708289,-4.605548319,1.698970004,3.397940009,1.698970004,3.397940009,2,1.610842641,0.373211505,0.029409526,,,1.067427958,50,683.3333333,100,2500,50,2500,0.000000296,0.0000248,-2.823908741,1.5,1,1,1.292396769,2.395863764,0.607455023,2.138966995,1.0355
DTXSID9034573,97780-06-8,Ethametsulfuron-methyl,-1.865006059,-1.192784823,3.806020303,3.133799067,3.185603934,4.991979141,3.85782517,5.664200377,-0.858816151,-1.192784823,-1.865006059,,,-0.468300465,-6.8569852,-5.050609993,1.941014244,3.602059991,1.941014244,3.602059991,3,0.138415221,0.064152735,0.013645641,,,0.340172761,87.3,1877.811111,1000,4000,87.3,4000,0.000000139,0.0000089,-5.602059991,0.0025,1,1,3.737053932,4.409275168,1.531734309,3.396740368,2.724519132
DTXSID9032379,97886-45-8,Dithiopyr,-0.815999923,0.260231284,0.449468379,-0.626762829,4.236076457,6.007908818,5.312307664,7.084140025,0.745393905,0.260231284,-0.815999923,,,1.179931918,-6.823908741,-5.05207638,-0.366531544,2.78604121,-0.508638306,2.910090546,1.584444307,5.564086904,1.820670201,0.152756633,,,15.13323994,0.31,230.9472041,38.41,813,0.43,611,0.00000015,0.00000887,-2.823908741,1.5,1,0,2.007908818,3.084140025,-1.15701653,-0.341016607,-1.417247814
DTXSID1020221,98-54-4,4-tert-Butylphenol,0.004874024,0.7454177,1.507009337,0.766465661,2.326567745,4.26058104,3.067111422,5.001124717,1.273668368,0.7454177,0.004874024,,,1.116275257,-4.255707017,-2.321693721,1.511883361,3.555094449,1.511883361,3.555094449,2.301029996,18.77882296,5.56439178,1.011286066,,,13.06999006,32.5,681.25,200,3590,32.5,3590,0.0000555,0.004767671,-1.522878745,30,1,1,1.527752769,2.268296446,0.721398376,0.716524352,-0.024019325
DTXSID3020964,98-95-3,Nitrobenzene,0.730897128,1.310214334,-0.031927123,-0.611244329,3.740132624,5.673992276,4.31944983,6.253309482,1.742696303,1.310214334,0.730897128,,,1.504378174,-4.943095149,-3.009235497,0.698970004,1.477121255,0.698970004,1.477121255,0.698970004,55.29632935,20.42745834,5.381422964,,,31.94318184,5,11.875,5,30,5,30,0.0000114,0.000978959,-5.602059991,0.0025,0,0,6.332957119,6.912274325,-0.091514981,-0.822412109,-1.401729315
DTXSID0034930,98886-44-3,Fosthiazate,-1.032118674,-0.616654622,-0.064791339,-0.480255391,4.328394836,6.077460307,4.743858889,6.492924359,-0.298120294,-0.616654622,-1.032118674,,,0.970118732,-7.109578981,-5.360513511,-1.096910013,1.560743301,-1.408935393,1.613101517,0.921166051,0.503361165,0.241738252,0.092871257,,,9.335094783,0.039,11.11753226,8.34,41.03,0.08,36.37,7.77E-08,0.00000436,-3.522878745,0.3,0,0,2.490760071,2.906224123,-1.836242476,-0.804123802,-1.219587854
DTXSID1021243,989-38-8,Rhodamine 6G,-4.402081001,-3.305673312,5.402081001,4.305673312,-0.092277081,1.91940062,1.004130607,3.015808308,-2.92469617,-3.305673312,-4.402081001,,,-1.321758701,-6.321481621,-4.30980392,1,3.079181246,1,3.079181246,2.051152522,0.001189334,0.000494683,3.96204E-05,,,0.047669577,10,398.375,112.5,1200,10,1200,0.000000477,0.000049,-5.602059991,0.0025,1,1,1.199978991,2.296386679,0.209515015,4.611596015,3.515188327
DTXSID4032615,98967-40-9,Flumetsulam,-1.646570562,-0.842248604,3.646570562,2.842248604,3.433828414,5.270644067,4.238150373,6.074966026,-0.368432748,-0.842248604,-1.646570562,,,0.386541416,-6.91721463,-5.080398976,2,3.698970004,2,3.698970004,3,0.42812171,0.14379752,0.022564693,,,2.435238024,100,1414.130435,1000,5000,100,5000,0.000000121,0.00000831,-2.823908741,1.5,1,1,1.177338179,1.981660137,1.607455023,3.254025585,2.449703627
DTXSID5021831,99-08-1,3-Nitrotoluene,-1.2086732,-0.55848621,2.703523221,2.053336232,3.697905115,5.398629847,4.348092105,6.048816837,-0.082106498,-0.55848621,-1.2086732,,,1.158287108,-6.607303047,-4.906578315,1.494850022,3.152899596,1.494850022,3.176091259,2.574031268,0.82773916,0.276384568,0.061848162,,,14.39750069,31.25,472.7797619,375,1500,31.25,1422,0.000000247,0.0000124,-5.602059991,0.0025,1,1,4.393386792,5.043573781,0.704365036,1.913038236,1.262851246
DTXSID2020426,99-30-9,Dicloran,-3.489943223,-2.409238471,3.887883232,2.80717848,0.503197266,2.363928741,1.583902019,3.444633493,-1.97448306,-2.409238471,-3.489943223,,,-1.714472133,-5.853871964,-3.99314049,0.397940009,2.176091259,0.397940009,2.301029996,1.851258349,0.010605153,0.003897279,0.000323636,,,0.019298692,2.5,61.99148936,71,200,2.5,150,0.0000014,0.000101592,-5.602059991,0.0025,1,1,2.112116768,3.19282152,0.131137274,3.621080497,2.540375745
DTXSID0020943,99-59-2,2-Methoxy-5-nitroaniline,0.18929792,0.77258145,2.111732076,1.528448546,5.204320794,7.092387907,5.787604323,7.675671437,1.214413123,0.77258145,0.18929792,,,1.798168593,-6.903089987,-5.015022874,2.301029996,3.079181246,2.301029996,3.079181246,2.602059991,16.38374284,5.923541696,1.546314827,,,62.83022184,200,522.2222222,400,1200,200,1200,0.000000125,0.00000966,-5.602059991,0.0025,1,1,5.791357911,6.374641441,1.51054501,1.32124709,0.73796356
